INSPECTION|SAMPLING_NUMBER|OFFICE|ESTABLISHMENT|SIC|NAICS|CSHO|DATE_SAMPLED|DATE_REPORTED|EIGHTHR|INSTRUMENT|LAB_NUMBER|FIELD_NUMBER|TYPE|BLANK|TIME|AIR_VOLUME|WEIGHT|IMIS|SUBSTANCE|RESULT|UOM|QUALIFIER
1892548|494572-OIS|524700|DELPHOS GRANITE WORKS INC||327991||14-MAY-26|05-JUN-26|N||65868|00775F|P|N|479|785.56||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.109|M|
1892548|494575-OIS|524700|DELPHOS GRANITE WORKS INC||327991||14-MAY-26|05-JUN-26|N||65871|00641F|P|N|434|720.44||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.124|M|
1892548|494578-OIS|524700|DELPHOS GRANITE WORKS INC||327991||14-MAY-26|05-JUN-26|N||65872|00235F|P|N|429|707.85||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.278|M|
1892548|494579-OIS|524700|DELPHOS GRANITE WORKS INC||327991||14-MAY-26|05-JUN-26|||65869|00718F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1892548|494575-OIS|524700|DELPHOS GRANITE WORKS INC||327991||14-MAY-26|05-JUN-26|||65869|00718F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1892548|494578-OIS|524700|DELPHOS GRANITE WORKS INC||327991||14-MAY-26|05-JUN-26|||65869|00718F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1892548|494572-OIS|524700|DELPHOS GRANITE WORKS INC||327991||14-MAY-26|05-JUN-26|||65869|00718F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1875265|492232-OIS|317900|CELTIC STONE GRANITE AND TILE LLC||327991||16-APR-26|06-MAY-26|||64208|01342H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1875265|492231-OIS|317900|CELTIC STONE GRANITE AND TILE LLC||327991||16-APR-26|06-MAY-26|Y||64207|04715D|P|N|390|659.1||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|1.09|M|
1875265|492232-OIS|317900|CELTIC STONE GRANITE AND TILE LLC||327991||16-APR-26|06-MAY-26|Y||64209|01043H|P|N|390|663||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.514|M|
1875265|492231-OIS|317900|CELTIC STONE GRANITE AND TILE LLC||327991||16-APR-26|06-MAY-26|||64208|01342H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1887587|492087-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|||63661|09889H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1887587|492088-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|||63661|09889H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1887587|492089-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|||63661|09889H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1887587|492088-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|N||63663|09710H|P|N|444|763.5912||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.126|M|
1887587|492089-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|N||63664|09375H|A|N|462|801.1542||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.107|M|
1887587|492086-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|N||63660|09358H|P|N|452|777.8016||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.203|M|
1887587|492086-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|||63661|09889H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1887587|492273-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|||63661|09889H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1887587|492087-OIS|523900|CL SERVICES & DISTRIBUTION, LLC||327991||15-APR-26|13-MAY-26|N||63662|09488H|P|N|453|777.0762||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.111|M|
1875703|492270-OIS|317700|TNT SERVICES CORP||327991||14-APR-26|06-MAY-26|Y||63686|09338H|P|N|290|493.58||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|1.06|M|
1875703|492098-OIS|317700|TNT SERVICES CORP||327991||14-APR-26|06-MAY-26|Y||63665|09352H|P|N|278|475.102||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.913|M|
1875703|492098-OIS|317700|TNT SERVICES CORP||327991||14-APR-26|06-MAY-26|||63666|09822H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1875703|492268-OIS|317700|TNT SERVICES CORP||327991||14-APR-26|06-MAY-26|||63666|09822H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1875703|492270-OIS|317700|TNT SERVICES CORP||327991||14-APR-26|06-MAY-26|||63666|09822H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1875703|492268-OIS|317700|TNT SERVICES CORP||327991||14-APR-26|06-MAY-26|Y||63685|09379H|P|N|264|449.328||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.69|M|
1871199|491870-OIS|521400|REVIVAL STONE & CABINETS, INC||327991||09-APR-26|06-MAY-26|N||63184|06873H|P|N|442|751.4||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.454|M|
1871199|491868-OIS|521400|REVIVAL STONE & CABINETS, INC||327991||09-APR-26|06-MAY-26|N||63181|06483H|P|N|290|493||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.247|M|
1871199|491868-OIS|521400|REVIVAL STONE & CABINETS, INC||327991||09-APR-26|06-MAY-26|||63182|BLANK1||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1871199|491869-OIS|521400|REVIVAL STONE & CABINETS, INC||327991||09-APR-26|06-MAY-26|||63182|BLANK1||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1871199|491870-OIS|521400|REVIVAL STONE & CABINETS, INC||327991||09-APR-26|06-MAY-26|||63182|BLANK1||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1871199|491869-OIS|521400|REVIVAL STONE & CABINETS, INC||327991||09-APR-26|06-MAY-26|N||63183|06874H|P|N|105|178.5||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.482|M|
1882029|491581-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|N||63108|00687F|P|N|475|810.35||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.131|M|
1882029|491580-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|N||63107|00649F|P|N|463|786.637||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.154|M|
1882029|491578-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|N||63105|00825F|P|N|473|808.357||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.23|M|
1882029|491643-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|||63104|00514F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882029|491581-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|||63104|00514F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882029|491580-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|||63104|00514F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882029|491579-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|||63104|00514F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882029|491577-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|||63104|00514F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882029|491578-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|||63104|00514F||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882029|491579-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|N||63106|00673F|P|N|466|794.996||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.206|M|
1882029|491577-OIS|524200|SELECT SURFACES INC. OF ILLINOIS||327991||08-APR-26|30-APR-26|N||63103|00519F|P|N|468|797.472||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.138|M|
1877687|491357-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|||62780|BLK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1877687|491356-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|||62780|BLK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1877687|491355-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|||62780|BLK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1877687|491353-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|||62780|BLK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1877687|491360-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|||62780|BLK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1877687|491353-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|N||62779|LEO|P|N|385|646.1455||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.133|M|
1877687|491355-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|N||62781|RON|P|N|425|723.605||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.119|M|
1877687|491356-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|N||62782|MIG|P|N|425|722.3725||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.119|M|
1877687|491357-OIS|418200|ART STONE-GRANITE & MARBLE, INC.||327991||03-APR-26|06-MAY-26|N||62783|JOS|P|N|425|718.2075||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.120|M|
1883106|491049-OIS|522300|KEPHACO CORPORATION||327991||31-MAR-26|24-APR-26|N||62430|07915H|P|N|227|385.5822||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|1.68|M|
1883106|491049-OIS|522300|KEPHACO CORPORATION||327991||31-MAR-26|24-APR-26|N||62431|09655H|P|N|190|322.734||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.428|M|
1883106|491049-OIS|522300|KEPHACO CORPORATION||327991||31-MAR-26|24-APR-26|||62432|07620H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882212|490793-OIS|112600|L & M MARBLE & GRANITE, INC.||327991||26-MAR-26|30-APR-26|N||62243|09231H|P|N|237|402.9||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|1.24|M|
1882212|490748-OIS|112600|L & M MARBLE & GRANITE, INC.||327991||26-MAR-26|30-APR-26|Y||62234|06761H|P|N|230|391||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.882|M|
1882212|490793-OIS|112600|L & M MARBLE & GRANITE, INC.||327991||26-MAR-26|30-APR-26|||62232|06767H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882212|490748-OIS|112600|L & M MARBLE & GRANITE, INC.||327991||26-MAR-26|30-APR-26|N||62233|09237H|P|N|230|391||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|1.37|M|
1882212|490746-OIS|112600|L & M MARBLE & GRANITE, INC.||327991||26-MAR-26|30-APR-26|||62232|06767H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882212|490748-OIS|112600|L & M MARBLE & GRANITE, INC.||327991||26-MAR-26|30-APR-26|||62232|06767H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1882212|490746-OIS|112600|L & M MARBLE & GRANITE, INC.||327991||26-MAR-26|30-APR-26|N||62231|06562H|P|N|224|380.8||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|1|M|
1862365|490859-OIS|317500|JONES STONE & MARBLE, INC.||327991||26-MAR-26|20-APR-26|Y||62248|07054H|P|N|360|615.6||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.499|M|
1862365|490859-OIS|317500|JONES STONE & MARBLE, INC.||327991||26-MAR-26|20-APR-26|||62249|07263H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1873850|491013-OIS|830600|PIONEER GRANITE AND QUARTZ LLC||327991||24-MAR-26|24-APR-26|N||62391|08571C|P|N|356|607.336||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.158|M|
1873850|491012-OIS|830600|PIONEER GRANITE AND QUARTZ LLC||327991||24-MAR-26|24-APR-26|N||62389|06958H|P|N|363|617.826||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.139|M|
1873850|491012-OIS|830600|PIONEER GRANITE AND QUARTZ LLC||327991||24-MAR-26|24-APR-26|||62390|06555H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1873850|491013-OIS|830600|PIONEER GRANITE AND QUARTZ LLC||327991||24-MAR-26|24-APR-26|||62390|06555H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1873850|491014-OIS|830600|PIONEER GRANITE AND QUARTZ LLC||327991||24-MAR-26|24-APR-26|||62390|06555H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1873850|491014-OIS|830600|PIONEER GRANITE AND QUARTZ LLC||327991||24-MAR-26|24-APR-26|Y||62392|06558H|P|N|324|550.476||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.156|M|
1873973|490584-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|||62023|06925H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1873973|490584-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|Y||62027|06506H|P|N|114|191.52||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|39.6|M|
1873973|490583-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|Y||62024|06663H|P|N|250|423.75||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|18.3|M|
1873973|490583-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|Y||62025|06493H|P|N|109|184.755||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|15.7|M|
1873973|490583-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|||62023|06925H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1873973|490582-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|||62023|06925H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1873973|490584-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|Y||62026|06521H|P|N|268|450.24||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|43.2|M|
1873973|490582-OIS|418300|PINTER MEMORIALS INC||327991||23-MAR-26|20-APR-26|Y||62022|06497H|P|N|60|101.7||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|22.4|M|
1874139|489867-OIS|524200|ATLANTIS GRANITE AND QUARTZ||327991||12-MAR-26|20-APR-26|||61165|09860H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1874139|489869-OIS|524200|ATLANTIS GRANITE AND QUARTZ||327991||12-MAR-26|20-APR-26|||61165|09860H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1874139|489872-OIS|524200|ATLANTIS GRANITE AND QUARTZ||327991||12-MAR-26|20-APR-26|||61165|09860H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1874139|489869-OIS|524200|ATLANTIS GRANITE AND QUARTZ||327991||12-MAR-26|20-APR-26|N||61166|09345H|P|N|447|774.651||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.178|M|
1874139|489867-OIS|524200|ATLANTIS GRANITE AND QUARTZ||327991||12-MAR-26|20-APR-26|N||61164|09987H|P|N|450|785.7||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.135|M|
1874139|489872-OIS|524200|ATLANTIS GRANITE AND QUARTZ||327991||12-MAR-26|20-APR-26|N||61167|09849H|P|N|445|768.515||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.146|M|
1869001|489719-OIS|524700|NORTH AMERICAN MARBLE AND GRANITE LLC||327991||12-MAR-26|15-APR-26|||60985|09359H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1869001|489781-OIS|524700|NORTH AMERICAN MARBLE AND GRANITE LLC||327991||12-MAR-26|15-APR-26|||60985|09359H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1869001|489718-OIS|524700|NORTH AMERICAN MARBLE AND GRANITE LLC||327991||12-MAR-26|15-APR-26|||60985|09359H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1869001|489718-OIS|524700|NORTH AMERICAN MARBLE AND GRANITE LLC||327991||12-MAR-26|15-APR-26|N||60984|09753H|P|N|357|599.76||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.143|M|
1874139|489873-OIS|524200|ATLANTIS GRANITE AND QUARTZ||327991||12-MAR-26|20-APR-26|||61165|09860H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1869001|489781-OIS|524700|NORTH AMERICAN MARBLE AND GRANITE LLC||327991||12-MAR-26|15-APR-26|N||61020|09745H|P|N|150|255||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.337|M|
1876452|489488-OIS|418100|ANGEL STONE USA||327991||05-MAR-26|07-APR-26|N||60843|AR-13526|P|N|246|437.88||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.269|M|
1876452|489488-OIS|418100|ANGEL STONE USA||327991||05-MAR-26|07-APR-26|||60844|BLANK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1874236|489232-OIS|418600|SUPERIOR GRANITE, INC.||327991||04-MAR-26|20-MAR-26|Y||60627|07382H|P|N|435|748.2||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.249|MG_M3|
1864303|489335-OIS|111400|BOSTON STONE RESTORATION||327991||04-MAR-26|07-APR-26|||60773|09954H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1874236|489237-OIS|418600|SUPERIOR GRANITE, INC.||327991||04-MAR-26|20-MAR-26|||60628|07163H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1874236|489232-OIS|418600|SUPERIOR GRANITE, INC.||327991||04-MAR-26|20-MAR-26|||60628|07163H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1864303|489334-OIS|111400|BOSTON STONE RESTORATION||327991||04-MAR-26|07-APR-26|||60773|09954H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1864303|489335-OIS|111400|BOSTON STONE RESTORATION||327991||04-MAR-26|07-APR-26|N||60774|09905H|P|N|118|210.748||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.883|M|
1864303|489334-OIS|111400|BOSTON STONE RESTORATION||327991||04-MAR-26|07-APR-26|N||60772|09674H|P|N|110|190.96||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.450|M|
1875296|489227-OIS|522000|THE CABINET & GRANITE DEPOT||327991||04-MAR-26|27-MAR-26|Y||60626|08360H|P|N|327|540.4329||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.159|MG_M3|
1875296|489227-OIS|522000|THE CABINET & GRANITE DEPOT||327991||04-MAR-26|27-MAR-26|||60619|08532H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1875296|489180-OIS|522000|THE CABINET & GRANITE DEPOT||327991||04-MAR-26|27-MAR-26|||60619|08532H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1875296|489180-OIS|522000|THE CABINET & GRANITE DEPOT||327991||04-MAR-26|27-MAR-26|Y||60618|08252H|P|N|367|632.8181||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.141|MG_M3|
1876996|489138-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|Y||60474|05490 H|P|N|390|663||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.130|MG_M3|
1876996|489139-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|Y||60475|05261 H|P|N|409|695.3||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.124|MG_M3|
1878032|489129-OIS|418100|BURTON MONUMENT CO., INC.||327991||03-MAR-26|27-MAR-26|Y||60468|BB-1|P|N|248|429.04||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.347|MG_M3|
1878032|489132-OIS|418100|BURTON MONUMENT CO., INC.||327991||03-MAR-26|30-MAR-26|Y||60470|NJ-1|P|N|249|441.975||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|2.52|MG_M3|
1876996|489137-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|Y||60473|05536 H|P|N|347|589.9||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.146|MG_M3|
1878032|489129-OIS|418100|BURTON MONUMENT CO., INC.||327991||03-MAR-26|27-MAR-26|||60469|BLANK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1876996|489138-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|||60472|BLANK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1876996|489137-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|||60472|BLANK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1876996|489135-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|||60472|BLANK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1876996|489135-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|Y||60471|05776 H|P|N|265|450.5||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.191|MG_M3|
1878032|489132-OIS|418100|BURTON MONUMENT CO., INC.||327991||03-MAR-26|27-MAR-26|||60469|BLANK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1876996|489139-OIS|420600|TERRA STONEWORKS||327991||03-MAR-26|27-MAR-26|||60472|BLANK||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1871172|488105-OIS|524200|DAVAN COUNTERTOPS||327991||18-FEB-26|20-MAR-26|||59494|09496H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1871172|488103-OIS|524200|DAVAN COUNTERTOPS||327991||18-FEB-26|20-MAR-26|||59494|09496H||Y||||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|< 0.0860|MG|
1871172|488089-OIS|524200|DAVAN COUNTERTOPS||327991||18-FEB-26|20-MAR-26|Y||59732|00001F|P|N|340|584.8||9130|PARTICULATES NOT OTHERWISE REGULATED (RESPIRABLE FRACTION)|0.294|MG_M3|
